ticker,name,market,corp_code,corp_name,source_contract_version,score_policy_version,source_cache_status,source_cache_reason,financial_basis_at_source,preferred_fs_div,annual_source_year,annual_fs_div,annual_revenue_y0,annual_revenue_y1,annual_revenue_y2,annual_operating_profit_y0,annual_operating_profit_y1,annual_operating_profit_y2,annual_net_income_y0,annual_net_income_y1,annual_net_income_y2,three_year_source_status,quarter_source_status,quarter_current_year,q2_revenue_current,q2_revenue_previous,q2_operating_profit_current,q2_operating_profit_previous,q2_net_income_current,q2_net_income_previous,q2_revenue_yoy_pct,q2_operating_profit_yoy_pct,q2_net_income_yoy_pct,quarter_acceleration_classification,quarter_acceleration_policy_status,deep_source_year,deep_fs_div,deep_source_status,cash_and_cash_equivalents,core_debt_candidates_json,lease_liability_candidates_json,other_financial_liability_candidates_json,depreciation_amortization_candidates_json,net_cash_value,net_cash_policy_status,ev_ebitda_value,ev_ebitda_source_status,investment_score_100,investment_score_status,score_threshold_policy_status,fetched_at_kst
007390,네이처셀,KOSDAQ,00117276,네이처셀,2026-09-16-v8.11.7-five-financial-cis-interest-revenue-contract,2026-07-01-v6.0-score-policy,READY_RAW_SOURCE,,2026 반기보고서,CFS,2025,CFS,20734613571.0,32333908156.0,19350887029.0,-3646243657.0,597518893.0,-10272984987.0,-2838308819.0,1226158108.0,-11680328640.0,READY,READY_Q2_SOURCE,2026,6195914449.0,6404076401.0,-701540409.0,-286822536.0,-637062631.0,-667777259.0,-3.25,-144.59,4.6,,NOT_DEFINED_NO_CLASSIFICATION,2025,CFS,OK,16767416009.0,"[{""account_id"":""-표준계정코드 미사용-"",""account_nm"":""단기차입금"",""amount"":5000000000.0}]","[{""account_id"":""ifrs-full_CurrentLeaseLiabilities"",""account_nm"":""유동 리스부채"",""amount"":975711777.0},{""account_id"":""ifrs-full_NoncurrentLeaseLiabilities"",""account_nm"":""비유동 리스부채"",""amount"":1827274527.0}]","[{""account_id"":""ifrs-full_OtherCurrentFinancialLiabilities"",""account_nm"":""기타유동금융부채"",""amount"":66637779.0},{""account_id"":""ifrs-full_OtherNoncurrentFinancialLiabilities"",""account_nm"":""기타비유동금융부채"",""amount"":160000000.0}]",[],,RAW_CASH_AND_DEBT_CAPTURED_POLICY_REQUIRED,,SOURCE_LIMITED_DA_NOT_VALIDATED,,SOURCE_ONLY_SCORE_NOT_GENERATED,NOT_DEFINED,2026-09-17T13:49:24+09:00
010170,대한광통신,KOSDAQ,00113261,대한광통신,2026-09-16-v8.11.7-five-financial-cis-interest-revenue-contract,2026-07-01-v6.0-score-policy,READY_RAW_SOURCE,,2026 반기보고서,CFS,2025,CFS,139446734970.0,152717431829.0,180262763737.0,-21410712591.0,-29704722792.0,-23223251446.0,-27972927775.0,-56038066436.0,-29456645326.0,READY,READY_Q2_SOURCE,2026,49053665495.0,41638182684.0,956781924.0,-2773349398.0,444593207.0,-1081437144.0,17.81,134.5,141.11,,NOT_DEFINED_NO_CLASSIFICATION,2025,CFS,OK,9778103653.0,"[{""account_id"":""dart_CurrentPortionOfLongtermOtherPayables"",""account_nm"":""유동성장기부채"",""amount"":13333330000.0},{""account_id"":""-표준계정코드 미사용-"",""account_nm"":""단기차입금"",""amount"":84029708859.0}]","[{""account_id"":""ifrs-full_CurrentLeaseLiabilities"",""account_nm"":""단기리스부채"",""amount"":645283512.0},{""account_id"":""ifrs-full_NoncurrentLeaseLiabilities"",""account_nm"":""장기리스부채"",""amount"":109959952.0}]",[],"[{""account_id"":""ifrs-full_AdjustmentsForAmortisationExpense"",""account_nm"":""무형자산상각비"",""amount"":7715185.0},{""account_id"":""ifrs-full_AdjustmentsForDepreciationExpense"",""account_nm"":""감가상각비"",""amount"":5754621627.0}]",,RAW_CASH_AND_DEBT_CAPTURED_POLICY_REQUIRED,,SOURCE_LIMITED_DA_NOT_VALIDATED,,SOURCE_ONLY_SCORE_NOT_GENERATED,NOT_DEFINED,2026-09-17T13:49:24+09:00
023160,태광,KOSDAQ,00153375,태광,2026-09-16-v8.11.7-five-financial-cis-interest-revenue-contract,2026-07-01-v6.0-score-policy,READY_RAW_SOURCE,,2026 반기보고서,CFS,2025,CFS,296965688227.0,266809991545.0,312067468098.0,38734846446.0,39872964654.0,57724095747.0,65514427414.0,46120905147.0,58128426139.0,READY,READY_Q2_SOURCE,2026,83745574424.0,72315648639.0,7211824467.0,7656783941.0,68945537376.0,13382480386.0,15.81,-5.81,415.19,,NOT_DEFINED_NO_CLASSIFICATION,2025,CFS,OK,35596044294.0,[],"[{""account_id"":""ifrs-full_CurrentLeaseLiabilities"",""account_nm"":""유동 리스부채"",""amount"":1352696624.0},{""account_id"":""ifrs-full_NoncurrentLeaseLiabilities"",""account_nm"":""비유동 리스부채"",""amount"":1903691678.0}]","[{""account_id"":""ifrs-full_OtherCurrentFinancialLiabilities"",""account_nm"":""기타유동금융부채"",""amount"":5678543264.0},{""account_id"":""ifrs-full_OtherNoncurrentFinancialLiabilities"",""account_nm"":""기타비유동금융부채"",""amount"":61800000.0}]",[],,RAW_CASH_AND_DEBT_CAPTURED_POLICY_REQUIRED,,SOURCE_LIMITED_DA_NOT_VALIDATED,,SOURCE_ONLY_SCORE_NOT_GENERATED,NOT_DEFINED,2026-09-17T13:49:24+09:00
025980,아난티,KOSDAQ,00161781,아난티,2026-09-16-v8.11.7-five-financial-cis-interest-revenue-contract,2026-07-01-v6.0-score-policy,READY_RAW_SOURCE,,2026 반기보고서,CFS,2025,CFS,258070776397.0,285159195284.0,897296641579.0,8316490610.0,800283769.0,267047733935.0,-38044863875.0,-32369258163.0,210408476713.0,READY,READY_Q2_SOURCE,2026,55123302632.0,61851976514.0,-5364779875.0,-2504768491.0,-9198407317.0,-29473808814.0,-10.88,-114.18,68.79,,NOT_DEFINED_NO_CLASSIFICATION,2025,CFS,OK,100300596867.0,"[{""account_id"":""-표준계정코드 미사용-"",""account_nm"":""유동성장기부채"",""amount"":47269394794.0},{""account_id"":""ifrs-full_ShorttermBorrowings"",""account_nm"":""단기차입금 및 사채"",""amount"":115500000000.0},{""account_id"":""ifrs-full_LongtermBorrowings"",""account_nm"":""장기차입금"",""amount"":495891642685.0}]","[{""account_id"":""ifrs-full_NoncurrentLeaseLiabilities"",""account_nm"":""리스부채"",""amount"":254141112.0}]",[],[],,RAW_CASH_AND_DEBT_CAPTURED_POLICY_REQUIRED,,SOURCE_LIMITED_DA_NOT_VALIDATED,,SOURCE_ONLY_SCORE_NOT_GENERATED,NOT_DEFINED,2026-09-17T13:49:24+09:00
036930,주성엔지니어링,KOSDAQ,00252135,주성엔지니어링,2026-09-16-v8.11.7-five-financial-cis-interest-revenue-contract,2026-07-01-v6.0-score-policy,READY_RAW_SOURCE,,2026 반기보고서,CFS,2025,CFS,310692584812.0,409393371588.0,284745246660.0,31257811742.0,97196211588.0,28937462812.0,35693416702.0,106814110967.0,34000802285.0,READY,READY_Q2_SOURCE,2026,59881817078.0,78792213478.0,1423232226.0,6575447323.0,5500994210.0,5039630588.0,-24.0,-78.36,9.15,,NOT_DEFINED_NO_CLASSIFICATION,2025,CFS,OK,164383610031.0,"[{""account_id"":""ifrs-full_LongtermBorrowings"",""account_nm"":""비유동차입금(사채 포함)의 비유동성 부분"",""amount"":45000000000.0}]","[{""account_id"":""ifrs-full_CurrentLeaseLiabilities"",""account_nm"":""유동 리스부채"",""amount"":632280845.0},{""account_id"":""ifrs-full_NoncurrentLeaseLiabilities"",""account_nm"":""비유동 리스부채"",""amount"":4217248190.0}]","[{""account_id"":""ifrs-full_OtherCurrentFinancialLiabilities"",""account_nm"":""기타유동금융부채"",""amount"":5317808549.0},{""account_id"":""ifrs-full_OtherNoncurrentFinancialLiabilities"",""account_nm"":""기타비유동금융부채"",""amount"":100024607196.0}]","[{""account_id"":""ifrs-full_AdjustmentsForAmortisationExpense"",""account_nm"":""무형자산상각비에 대한 조정"",""amount"":1374697247.0},{""account_id"":""ifrs-full_AdjustmentsForDepreciationExpense"",""account_nm"":""감가상각비에 대한 조정"",""amount"":16840951744.0}]",,RAW_CASH_AND_DEBT_CAPTURED_POLICY_REQUIRED,,SOURCE_LIMITED_DA_NOT_VALIDATED,,SOURCE_ONLY_SCORE_NOT_GENERATED,NOT_DEFINED,2026-09-17T13:49:24+09:00
060370,LS마린솔루션,KOSDAQ,00225742,LS마린솔루션,2026-09-16-v8.11.7-five-financial-cis-interest-revenue-contract,2026-07-01-v6.0-score-policy,READY_RAW_SOURCE,,2026 반기보고서,CFS,2025,CFS,244205074557.0,130279123723.0,70779250390.0,7009301321.0,12392667090.0,13086945968.0,8356327494.0,13203271844.0,11617864038.0,READY,READY_Q2_SOURCE,2026,95440343611.0,66986959531.0,6121569377.0,3416376038.0,6975962359.0,1446729881.0,42.48,79.18,382.19,,NOT_DEFINED_NO_CLASSIFICATION,2025,CFS,OK,73563614656.0,[],"[{""account_id"":""ifrs-full_CurrentLeaseLiabilities"",""account_nm"":""리스부채"",""amount"":702590502.0},{""account_id"":""ifrs-full_NoncurrentLeaseLiabilities"",""account_nm"":""리스부채"",""amount"":1089144693.0}]",[],[],,RAW_CASH_AND_DEBT_CAPTURED_POLICY_REQUIRED,,SOURCE_LIMITED_DA_NOT_VALIDATED,,SOURCE_ONLY_SCORE_NOT_GENERATED,NOT_DEFINED,2026-09-17T13:49:24+09:00
078340,컴투스,KOSDAQ,00476498,컴투스,2026-09-16-v8.11.7-five-financial-cis-interest-revenue-contract,2026-07-01-v6.0-score-policy,READY_RAW_SOURCE,,2026 반기보고서,CFS,2025,CFS,696423825349.0,693943029291.0,739638721494.0,2633918673.0,6128463563.0,-33190425674.0,9363716654.0,-151979459619.0,42091849090.0,READY,READY_Q2_SOURCE,2026,157019618370.0,184819101683.0,7159846249.0,1375090454.0,-3507399962.0,2393348073.0,-15.04,420.68,-246.55,,NOT_DEFINED_NO_CLASSIFICATION,2025,CFS,OK,108935942067.0,"[{""account_id"":""ifrs-full_CurrentPortionOfLongtermBorrowings"",""account_nm"":""유동성장기차입금"",""amount"":71971429474.0},{""account_id"":""ifrs-full_ShorttermBorrowings"",""account_nm"":""단기차입금"",""amount"":202088628300.0},{""account_id"":""ifrs-full_NoncurrentPortionOfNoncurrentBondsIssued"",""account_nm"":""사채"",""amount"":0.0},{""account_id"":""ifrs-full_NoncurrentPortionOfNoncurrentLoansReceived"",""account_nm"":""장기차입금"",""amount"":700000000.0}]",[],[],"[{""account_id"":""ifrs-full_AdjustmentsForAmortisationExpense"",""account_nm"":""무형자산상각비"",""amount"":6621687162.0},{""account_id"":""ifrs-full_AdjustmentsForDepreciationExpense"",""account_nm"":""감가상각비"",""amount"":12476268154.0}]",,RAW_CASH_AND_DEBT_CAPTURED_POLICY_REQUIRED,,SOURCE_LIMITED_DA_NOT_VALIDATED,,SOURCE_ONLY_SCORE_NOT_GENERATED,NOT_DEFINED,2026-09-17T13:49:24+09:00
086450,동국제약,KOSDAQ,00114808,동국제약,2026-09-16-v8.11.7-five-financial-cis-interest-revenue-contract,2026-07-01-v6.0-score-policy,READY_RAW_SOURCE,,2026 반기보고서,CFS,2025,CFS,926883701823.0,812166073057.0,730993597323.0,96553506173.0,80419595222.0,66873304070.0,73932783976.0,62336110046.0,48871386212.0,READY,READY_Q2_SOURCE,2026,258896783870.0,233460830713.0,26093798270.0,22141217108.0,17241734196.0,18058134181.0,10.9,17.85,-4.52,,NOT_DEFINED_NO_CLASSIFICATION,2025,CFS,OK,56178706285.0,"[{""account_id"":""-표준계정코드 미사용-"",""account_nm"":""차입금"",""amount"":55385429504.0},{""account_id"":""-표준계정코드 미사용-"",""account_nm"":""차입금"",""amount"":20854185438.0}]",[],"[{""account_id"":""ifrs-full_OtherNoncurrentFinancialLiabilities"",""account_nm"":""기타금융부채"",""amount"":1018862471.0}]",[],,RAW_CASH_AND_DEBT_CAPTURED_POLICY_REQUIRED,,SOURCE_LIMITED_DA_NOT_VALIDATED,,SOURCE_ONLY_SCORE_NOT_GENERATED,NOT_DEFINED,2026-09-17T13:49:24+09:00
096530,씨젠,KOSDAQ,00788773,씨젠,2026-09-16-v8.11.7-five-financial-cis-interest-revenue-contract,2026-07-01-v6.0-score-policy,READY_RAW_SOURCE,,2026 반기보고서,CFS,2025,CFS,474231586051.0,414251733221.0,367375048980.0,34549810779.0,-16479248127.0,-30053478765.0,48445344295.0,-8692763751.0,733203514.0,READY,READY_Q2_SOURCE,2026,135959440818.0,114059888071.0,21584720588.0,3144788257.0,25954600033.0,-71415711.0,19.2,586.36,36442.98,,NOT_DEFINED_NO_CLASSIFICATION,2025,CFS,OK,225571649515.0,"[{""account_id"":""ifrs-full_CurrentPortionOfLongtermBorrowings"",""account_nm"":""유동성장기차입금"",""amount"":41073887576.0},{""account_id"":""ifrs-full_ShorttermBorrowings"",""account_nm"":""단기차입금"",""amount"":35000000000.0},{""account_id"":""ifrs-full_LongtermBorrowings"",""account_nm"":""장기차입금"",""amount"":232000000.0}]","[{""account_id"":""ifrs-full_CurrentLeaseLiabilities"",""account_nm"":""리스부채"",""amount"":19446663967.0},{""account_id"":""ifrs-full_NoncurrentLeaseLiabilities"",""account_nm"":""리스부채"",""amount"":34179542619.0}]","[{""account_id"":""ifrs-full_OtherCurrentFinancialLiabilities"",""account_nm"":""기타유동금융부채"",""amount"":0.0},{""account_id"":""ifrs-full_OtherNoncurrentFinancialLiabilities"",""account_nm"":""기타비유동금융부채"",""amount"":390000000.0}]",[],,RAW_CASH_AND_DEBT_CAPTURED_POLICY_REQUIRED,,SOURCE_LIMITED_DA_NOT_VALIDATED,,SOURCE_ONLY_SCORE_NOT_GENERATED,NOT_DEFINED,2026-09-17T13:49:24+09:00
100790,미래에셋벤처투자,KOSDAQ,00340096,미래에셋벤처투자,2026-09-16-v8.11.7-five-financial-cis-interest-revenue-contract,2026-07-01-v6.0-score-policy,READY_RAW_SOURCE,,2026 반기보고서,CFS,2025,CFS,239848243971.0,233872469347.0,217046631995.0,35116207413.0,15704108860.0,31925038386.0,30930410145.0,8557020639.0,24538562942.0,READY,READY_Q2_SOURCE,2026,86096545310.0,85874675799.0,22352587043.0,4445598041.0,16370905613.0,5938984414.0,0.26,402.8,175.65,,NOT_DEFINED_NO_CLASSIFICATION,2025,CFS,OK,72457624551.0,[],[],[],"[{""account_id"":""ifrs-full_AdjustmentsForAmortisationExpense"",""account_nm"":""무형자산상각비"",""amount"":null},{""account_id"":""ifrs-full_AdjustmentsForDepreciationExpense"",""account_nm"":""감가상각비"",""amount"":-949463917.0}]",,RAW_CASH_AND_DEBT_CAPTURED_POLICY_REQUIRED,,SOURCE_LIMITED_DA_NOT_VALIDATED,,SOURCE_ONLY_SCORE_NOT_GENERATED,NOT_DEFINED,2026-09-17T13:49:24+09:00
